filename,row_left_px,row_right_px,row_left_norm,row_right_norm,img_height
7075_22c_40_5_2_frame_10.jpeg,287.21096774193546,289.1929032258064,0.5609589213709677,0.5648298891129031,512
7075_22c_40_8_5_frame_43.jpeg,270.03419354838707,269.3735483870967,0.5274105342741935,0.5261202116935483,512
7075_22c_40_2_4_frame_46.jpeg,291.1748387096774,289.1929032258064,0.5687008568548386,0.5648298891129031,512
7075_22c_40_9_4_frame_11.jpeg,272.016129032258,276.64064516129025,0.5312815020161289,0.540313760080645,512
7075_22c_40_4_9_frame_4.jpeg,295.79935483870963,290.514193548387,0.5777331149193548,0.5674105342741934,512
7075_22c_40_9_9_frame_1.jpeg,284.56838709677413,277.96193548387095,0.555797631048387,0.5428944052419354,512
7075_22c_40_3_6_frame_45.jpeg,282.5864516129032,285.88967741935477,0.5519266633064516,0.5583782762096773,512
defaultName276587_123.jpg,725.3441558441558,700.7987012987013,0.671614959114959,0.6488876863876863,1080
7075_22c_40_8_4_frame_19.jpeg,277.3012903225806,275.3193548387096,0.5416040826612902,0.5377331149193547,512
7075_22c_40_6_9_frame_42.jpeg,287.87161290322575,280.6045161290322,0.5622492439516128,0.548055695564516,512
7075_22c_40_1_9_frame_11.jpeg,310.33354838709676,316.27935483870965,0.6061202116935483,0.6177331149193548,512
7075_22c_40_1_6_frame_1.jpeg,301.08451612903224,300.4238709677419,0.5880556955645161,0.5867653729838709,512
7075_22c_40_7_2_frame_4.jpeg,281.2651612903225,281.2651612903225,0.5493460181451612,0.5493460181451612,512
7075_22c_40_9_1_frame_28.jpeg,285.88967741935477,289.1929032258064,0.5583782762096773,0.5648298891129031,512
7075_22c_40_9_7_frame_43.jpeg,273.998064516129,265.4096774193548,0.5351524697580644,0.5183782762096774,512
7075_22c_40_5_6_frame_47.jpeg,276.64064516129025,277.96193548387095,0.540313760080645,0.5428944052419354,512
7075_22c_40_8_4_frame_20.jpeg,273.998064516129,274.6587096774193,0.5351524697580644,0.5364427923387096,512
7075_22c_40_6_7_frame_11.jpeg,278.62258064516124,269.3735483870967,0.5441847278225805,0.5261202116935483,512
defaultNamew276_158.jpg,744.0454545454545,731.1883116883116,0.6889309764309763,0.6770262145262145,1080
7075_22c_40_6_7_frame_2.jpeg,279.2832258064516,271.3554838709677,0.5454750504032257,0.5299911794354838,512
7075_22c_40_5_7_frame_21.jpeg,283.90774193548384,280.6045161290322,0.5545073084677419,0.548055695564516,512
7075_22c_40_4_4_frame_11.jpeg,279.9438709677419,283.90774193548384,0.5467653729838708,0.5545073084677419,512
7075_22c_40_7_1_frame_3.jpeg,283.90774193548384,285.88967741935477,0.5545073084677419,0.5583782762096773,512
7075_22c_40_9_1_frame_13.jpeg,285.88967741935477,283.2470967741935,0.5583782762096773,0.5532169858870967,512
7075_22c_40_8_7_frame_22.jpeg,275.97999999999996,277.3012903225806,0.5390234374999999,0.5416040826612902,512
7075_22c_40_8_6_frame_43.jpeg,270.69483870967736,271.3554838709677,0.5287008568548386,0.5299911794354838,512
7075_22c_40_3_9_frame_29.jpeg,298.4419354838709,295.79935483870963,0.5828944052419354,0.5777331149193548,512
7075_22c_40_4_6_frame_2.jpeg,283.2470967741935,284.56838709677413,0.5532169858870967,0.555797631048387,512
defaultName_127.jpg,761.577922077922,751.0584415584415,0.7051647426647426,0.6954244829244829,1080
defaultName_60.jpg,765.0844155844155,748.7207792207791,0.7084114959114959,0.6932599807599807,1080
7075_22c_40_5_3_frame_26.jpeg,281.92580645161286,279.9438709677419,0.5506363407258064,0.5467653729838708,512
7075_22c_40_2_8_frame_48.jpeg,301.08451612903224,299.10258064516125,0.5880556955645161,0.5841847278225806,512
7075_22c_40_4_7_frame_49.jpeg,283.90774193548384,287.21096774193546,0.5545073084677419,0.5609589213709677,512
7075_22c_40_3_1_frame_26.jpeg,300.4238709677419,305.04838709677415,0.5867653729838709,0.595797631048387,512
7075_22c_40_9_1_frame_31.jpeg,285.88967741935477,285.88967741935477,0.5583782762096773,0.5583782762096773,512
7075_22c_40_5_6_frame_39.jpeg,275.3193548387096,277.3012903225806,0.5377331149193547,0.5416040826612902,512
7075_22c_40_4_1_frame_1.jpeg,296.46,299.76322580645154,0.5790234375,0.5854750504032257,512
7075_22c_40_2_2_frame_29.jpeg,300.4238709677419,300.4238709677419,0.5867653729838709,0.5867653729838709,512
defaultNamew276_26.jpg,741.7077922077922,735.8636363636363,0.6867664742664742,0.6813552188552188,1080
7075_22c_40_5_4_frame_24.jpeg,276.64064516129025,273.3374193548387,0.540313760080645,0.5338621471774193,512
7075_22c_40_6_4_frame_40.jpeg,272.67677419354834,275.3193548387096,0.5325718245967741,0.5377331149193547,512
7075_22c_40_5_6_frame_36.jpeg,273.3374193548387,274.6587096774193,0.5338621471774193,0.5364427923387096,512
7075_22c_40_8_9_frame_20.jpeg,285.88967741935477,279.9438709677419,0.5583782762096773,0.5467653729838708,512
7075_22c_40_6_4_frame_35.jpeg,272.67677419354834,275.97999999999996,0.5325718245967741,0.5390234374999999,512
7075_22c_40_2_3_frame_6.jpeg,294.478064516129,298.4419354838709,0.5751524697580644,0.5828944052419354,512
7075_22c_40_9_8_frame_10.jpeg,277.96193548387095,273.998064516129,0.5428944052419354,0.5351524697580644,512
7075_22c_40_4_5_frame_28.jpeg,279.9438709677419,283.2470967741935,0.5467653729838708,0.5532169858870967,512
7075_22c_40_8_1_frame_7.jpeg,287.87161290322575,287.87161290322575,0.5622492439516128,0.5622492439516128,512
7075_22c_40_9_9_frame_35.jpeg,278.62258064516124,279.2832258064516,0.5441847278225805,0.5454750504032257,512
7075_22c_40_7_4_frame_30.jpeg,279.9438709677419,272.67677419354834,0.5467653729838708,0.5325718245967741,512
7075_22c_40_5_3_frame_3.jpeg,279.9438709677419,280.6045161290322,0.5467653729838708,0.548055695564516,512
defaultName276587_44.jpg,738.2012987012986,720.6688311688312,0.6835197210197209,0.6672859547859548,1080
7075_22c_40_1_6_frame_27.jpeg,296.46,297.7812903225806,0.5790234375,0.5816040826612903,512
7075_22c_40_4_4_frame_32.jpeg,283.2470967741935,279.9438709677419,0.5532169858870967,0.5467653729838708,512
7075_22c_40_3_6_frame_11.jpeg,286.5503225806451,283.2470967741935,0.5596685987903225,0.5532169858870967,512
7075_22c_40_4_9_frame_31.jpeg,295.1387096774193,287.21096774193546,0.5764427923387095,0.5609589213709677,512
7075_22c_40_2_6_frame_43.jpeg,295.1387096774193,293.81741935483865,0.5764427923387095,0.5738621471774192,512
7075_22c_40_3_2_frame_8.jpeg,293.81741935483865,295.1387096774193,0.5738621471774192,0.5764427923387095,512
7075_22c_40_4_3_frame_2.jpeg,285.2290322580645,288.5322580645161,0.5570879536290322,0.563539566532258,512
defaultName_105.jpg,761.577922077922,739.3701298701299,0.7051647426647426,0.684601972101972,1080
7075_27_30_6_3_frame_39.jpeg,281.92580645161286,280.6045161290322,0.5506363407258064,0.548055695564516,512
7075_22c_40_2_9_frame_4.jpeg,304.3877419354838,297.7812903225806,0.5945073084677418,0.5816040826612903,512
7075_22c_40_7_9_frame_27.jpeg,285.88967741935477,281.2651612903225,0.5583782762096773,0.5493460181451612,512
7075_22c_40_5_9_frame_18.jpeg,296.46,296.46,0.5790234375,0.5790234375,512
7075_22c_40_5_3_frame_16.jpeg,283.90774193548384,283.2470967741935,0.5545073084677419,0.5532169858870967,512
7075_22c_40_4_2_frame_45.jpeg,290.514193548387,291.8354838709677,0.5674105342741934,0.5699911794354838,512
7075_22c_40_4_6_frame_29.jpeg,281.92580645161286,279.2832258064516,0.5506363407258064,0.5454750504032257,512
7075_27_30_6_3_frame_26.jpeg,281.92580645161286,279.9438709677419,0.5506363407258064,0.5467653729838708,512
7075_22c_40_8_2_frame_48.jpeg,278.62258064516124,280.6045161290322,0.5441847278225805,0.548055695564516,512
7075_22c_40_8_8_frame_19.jpeg,281.92580645161286,278.62258064516124,0.5506363407258064,0.5441847278225805,512
7075_22c_40_6_9_frame_13.jpeg,288.5322580645161,279.9438709677419,0.563539566532258,0.5467653729838708,512
7075_27_30_8_5_frame_3.jpeg,281.92580645161286,281.92580645161286,0.5506363407258064,0.5506363407258064,512
7075_27_30_8_8_frame_17.jpeg,277.3012903225806,278.62258064516124,0.5416040826612902,0.5441847278225805,512
7075_27_30_9_4_frame_35.jpeg,290.514193548387,294.478064516129,0.5674105342741934,0.5751524697580644,512
7075_27_30_2_3_frame_4.jpeg,270.69483870967736,273.3374193548387,0.5287008568548386,0.5338621471774193,512
